strain_entity_id,canonical_genome_path,total_bp,contigs,largest_contig_bp,skani_compatible,exclusion_reason,learned_nearclone_block,raw_nearclone_block,FINAL_nearclone_99_5_block,learned_lineage95_block,raw_lineage95_block,FINAL_lineage_95_block
STRAIN_000870,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000870.fa.gz,2100168,47,294953,True,,LNC_0467,RNC_0446,NC_0446,LANI95_0006,RANI95_0006,ANI95_0006
STRAIN_000871,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000871.fa.gz,2060268,1,2060268,True,,LNC_0468,RNC_0447,NC_0447,LANI95_0005,RANI95_0005,ANI95_0005
STRAIN_000872,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000872.fa.gz,2570071,65,303713,True,,LNC_0469,RNC_0448,NC_0448,LANI95_0002,RANI95_0002,ANI95_0002
STRAIN_000873,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000873.fa.gz,2944230,105,248158,True,,LNC_0470,RNC_0449,NC_0449,LANI95_0003,RANI95_0003,ANI95_0003
STRAIN_000874,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000874.fa.gz,2472971,75,474583,True,,LNC_0471,RNC_0450,NC_0450,LANI95_0012,RANI95_0012,ANI95_0012
STRAIN_000875,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000875.fa.gz,2096828,2,2068737,True,,LNC_0025,RNC_0024,NC_0024,LANI95_0006,RANI95_0006,ANI95_0006
STRAIN_000876,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000876.fa.gz,2292381,11,792303,True,,LNC_0472,RNC_0451,NC_0451,LANI95_0012,RANI95_0012,ANI95_0012
STRAIN_000877,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000877.fa.gz,3364894,3,3244418,True,,LNC_0005,RNC_0001,NC_0001,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000878,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000878.fa.gz,2997905,1,2997905,True,,LNC_0044,RNC_0025,NC_0025,LANI95_0004,RANI95_0004,ANI95_0004
STRAIN_000879,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000879.fa.gz,2991982,2,2945770,True,,LNC_0004,RNC_0005,NC_0005,LANI95_0003,RANI95_0003,ANI95_0003
STRAIN_000880,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000880.fa.gz,2035536,1,2035536,True,,LNC_0001,RNC_0002,NC_0002,LANI95_0010,RANI95_0010,ANI95_0010
STRAIN_000881,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000881.fa.gz,2280129,2,2276709,True,,LNC_0473,RNC_0452,NC_0452,LANI95_0006,RANI95_0006,ANI95_0006
STRAIN_000882,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000882.fa.gz,3432810,5,3234503,True,,LNC_0101,RNC_0097,NC_0097,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000883,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000883.fa.gz,3263602,43,528402,True,,LNC_0006,RNC_0008,NC_0008,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000884,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000884.fa.gz,3329893,13,1693990,True,,LNC_0009,RNC_0010,NC_0010,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000885,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000885.fa.gz,1992024,1,1992024,True,,LNC_0001,RNC_0002,NC_0002,LANI95_0010,RANI95_0010,ANI95_0010
STRAIN_000886,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000886.fa.gz,3109569,1,3109569,True,,LNC_0094,RNC_0090,NC_0090,LANI95_0018,RANI95_0018,ANI95_0018
STRAIN_000887,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000887.fa.gz,3248291,4,3196952,True,,LNC_0009,RNC_0010,NC_0010,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000888,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000888.fa.gz,3364924,3,3244437,True,,LNC_0005,RNC_0001,NC_0001,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000889,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000889.fa.gz,2361132,31,432737,True,,LNC_0474,RNC_0453,NC_0453,LANI95_0012,RANI95_0012,ANI95_0012
STRAIN_000890,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000890.fa.gz,1991561,1,1991561,True,,LNC_0001,RNC_0002,NC_0002,LANI95_0010,RANI95_0010,ANI95_0010
STRAIN_000891,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000891.fa.gz,2148242,1,2148242,True,,LNC_0475,RNC_0454,NC_0454,LANI95_0006,RANI95_0006,ANI95_0006
STRAIN_000892,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000892.fa.gz,1945742,75,120495,True,,LNC_0112,RNC_0106,NC_0106,LANI95_0021,RANI95_0021,ANI95_0021
STRAIN_000893,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000893.fa.gz,2551975,1,2551975,True,,LNC_0476,RNC_0455,NC_0455,LANI95_0008,RANI95_0008,ANI95_0008
STRAIN_000894,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000894.fa.gz,2218127,17,898808,True,,LNC_0059,RNC_0055,NC_0055,LANI95_0013,RANI95_0013,ANI95_0013
STRAIN_000895,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000895.fa.gz,2272649,3,2074924,True,,LNC_0477,RNC_0456,NC_0456,LANI95_0006,RANI95_0006,ANI95_0006
STRAIN_000896,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000896.fa.gz,1978847,1,1978847,True,,LNC_0001,RNC_0002,NC_0002,LANI95_0010,RANI95_0010,ANI95_0010
STRAIN_000897,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000897.fa.gz,3500604,101,341126,True,,LNC_0007,RNC_0006,NC_0006,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000898,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000898.fa.gz,3169201,6,3033092,True,,LNC_0009,RNC_0010,NC_0010,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000899,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000899.fa.gz,3362211,4,3273990,True,,LNC_0478,RNC_0001,NC_0001,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000900,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000900.fa.gz,1935423,1,1935423,True,,LNC_0002,RNC_0004,NC_0004,LANI95_0011,RANI95_0011,ANI95_0011
STRAIN_000901,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000901.fa.gz,2375862,244,908942,True,,LNC_0036,RNC_0037,NC_0037,LANI95_0012,RANI95_0012,ANI95_0012
STRAIN_000902,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000902.fa.gz,3034991,289,86281,True,,LNC_0479,RNC_0457,NC_0457,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000903,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000903.fa.gz,2824505,26,973035,True,,LNC_0017,RNC_0019,NC_0019,LANI95_0003,RANI95_0003,ANI95_0003
STRAIN_000904,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000904.fa.gz,3074301,71,503140,True,,LNC_0017,RNC_0019,NC_0019,LANI95_0003,RANI95_0003,ANI95_0003
STRAIN_000905,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000905.fa.gz,2082394,1,2082394,True,,LNC_0480,RNC_0458,NC_0458,LANI95_0005,RANI95_0005,ANI95_0005
STRAIN_000906,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000906.fa.gz,3156820,40,456491,True,,LNC_0049,RNC_0046,NC_0046,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000907,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000907.fa.gz,2214495,5,1780913,True,,LNC_0481,RNC_0459,NC_0459,LANI95_0006,RANI95_0006,ANI95_0006
STRAIN_000908,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000908.fa.gz,2893301,375,180564,True,,LNC_0046,RNC_0043,NC_0043,LANI95_0004,RANI95_0004,ANI95_0004
STRAIN_000909,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000909.fa.gz,3254457,2,3207769,True,,LNC_0006,RNC_0008,NC_0008,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000910,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000910.fa.gz,2881593,98,254229,True,,LNC_0014,RNC_0015,NC_0015,LANI95_0003,RANI95_0003,ANI95_0003
STRAIN_000911,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000911.fa.gz,1999999,160,676038,True,,LNC_0001,RNC_0002,NC_0002,LANI95_0010,RANI95_0010,ANI95_0010
STRAIN_000912,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000912.fa.gz,2827526,239,118600,True,,LNC_0020,RNC_0020,NC_0020,LANI95_0018,RANI95_0018,ANI95_0018
STRAIN_000913,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000913.fa.gz,3368590,4,3198110,True,,LNC_0005,RNC_0001,NC_0001,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000914,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000914.fa.gz,2532858,3,2417727,True,,LNC_0482,RNC_0460,NC_0460,LANI95_0008,RANI95_0008,ANI95_0008
STRAIN_000915,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000915.fa.gz,3192332,6,3142915,True,,LNC_0483,RNC_0461,NC_0461,LANI95_0004,RANI95_0004,ANI95_0004
STRAIN_000916,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000916.fa.gz,2427296,108,98012,True,,LNC_0484,RNC_0462,NC_0462,LANI95_0009,RANI95_0009,ANI95_0009
STRAIN_000917,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000917.fa.gz,3040953,90,434499,True,,LNC_0012,RNC_0013,NC_0013,LANI95_0004,RANI95_0004,ANI95_0004
STRAIN_000918,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000918.fa.gz,2867618,147,122138,True,,LNC_0485,RNC_0463,NC_0463,LANI95_0004,RANI95_0004,ANI95_0004
STRAIN_000919,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000919.fa.gz,2767424,132,126762,True,,LNC_0020,RNC_0020,NC_0020,LANI95_0018,RANI95_0018,ANI95_0018
STRAIN_000920,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000920.fa.gz,3427597,3,3334776,True,,LNC_0005,RNC_0001,NC_0001,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000921,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000921.fa.gz,1859995,1,1859995,True,,LNC_0030,RNC_0007,NC_0007,LANI95_0007,RANI95_0007,ANI95_0007
STRAIN_000922,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000922.fa.gz,1991978,1,1991978,True,,LNC_0001,RNC_0002,NC_0002,LANI95_0010,RANI95_0010,ANI95_0010
STRAIN_000923,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000923.fa.gz,2095715,4,1967430,True,,LNC_0486,RNC_0464,NC_0464,LANI95_0095,RANI95_0092,ANI95_0092
STRAIN_000924,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000924.fa.gz,2981956,5,2952198,True,,LNC_0015,RNC_0017,NC_0017,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000925,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000925.fa.gz,2904588,59,272377,True,,LNC_0487,RNC_0465,NC_0465,LANI95_0003,RANI95_0003,ANI95_0003
STRAIN_000926,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000926.fa.gz,2595856,153,124220,True,,LNC_0488,RNC_0466,NC_0466,LANI95_0009,RANI95_0009,ANI95_0009
STRAIN_000927,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000927.fa.gz,3369431,129,572692,True,,LNC_0097,RNC_0093,NC_0093,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000928,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000928.fa.gz,3342342,4,3222005,True,,LNC_0100,RNC_0096,NC_0096,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000929,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000929.fa.gz,2796933,190,126776,True,,LNC_0020,RNC_0020,NC_0020,LANI95_0018,RANI95_0018,ANI95_0018
STRAIN_000930,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000930.fa.gz,2857052,179,93604,True,,LNC_0024,RNC_0023,NC_0023,LANI95_0003,RANI95_0003,ANI95_0003
STRAIN_000931,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000931.fa.gz,2039512,1,2039512,True,,LNC_0025,RNC_0024,NC_0024,LANI95_0006,RANI95_0006,ANI95_0006
STRAIN_000932,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000932.fa.gz,3300604,10,3024111,True,,LNC_0037,RNC_0006,NC_0006,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000933,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000933.fa.gz,2283965,17,1006956,True,,LNC_0489,RNC_0467,NC_0467,LANI95_0020,RANI95_0020,ANI95_0020
STRAIN_000934,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000934.fa.gz,1962245,114,83249,True,,LNC_0490,RNC_0468,NC_0468,LANI95_0005,RANI95_0005,ANI95_0005
STRAIN_000935,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000935.fa.gz,3366048,10,3095858,True,,LNC_0006,RNC_0008,NC_0008,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000936,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000936.fa.gz,2251603,3,2225488,True,,LNC_0029,RNC_0031,NC_0031,LANI95_0006,RANI95_0006,ANI95_0006
STRAIN_000937,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000937.fa.gz,2249437,3,2223332,True,,LNC_0029,RNC_0031,NC_0031,LANI95_0006,RANI95_0006,ANI95_0006
STRAIN_000938,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000938.fa.gz,3241974,3,3197760,True,,LNC_0009,RNC_0010,NC_0010,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000939,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000939.fa.gz,3202320,105,414808,True,,LNC_0009,RNC_0010,NC_0010,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000940,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000940.fa.gz,2978869,1,2978869,True,,LNC_0491,RNC_0469,NC_0469,LANI95_0003,RANI95_0003,ANI95_0003
STRAIN_000941,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000941.fa.gz,2187995,145,84839,True,,LNC_0492,RNC_0470,NC_0470,LANI95_0006,RANI95_0006,ANI95_0006
STRAIN_000942,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000942.fa.gz,3271053,1,3271053,True,,LNC_0045,RNC_0042,NC_0042,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000943,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000943.fa.gz,3007191,1,3007191,True,,LNC_0014,RNC_0015,NC_0015,LANI95_0003,RANI95_0003,ANI95_0003
STRAIN_000944,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000944.fa.gz,2377811,5,2305485,True,,LNC_0493,RNC_0471,NC_0471,LANI95_0009,RANI95_0009,ANI95_0009
STRAIN_000945,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000945.fa.gz,3384592,36,629201,True,,LNC_0494,RNC_0472,NC_0472,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000946,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000946.fa.gz,3206383,6,3072759,True,,LNC_0007,RNC_0006,NC_0006,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000947,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000947.fa.gz,2803566,5,2595288,True,,LNC_0103,RNC_0098,NC_0098,LANI95_0008,RANI95_0008,ANI95_0008
STRAIN_000948,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000948.fa.gz,1786097,119,118933,True,,LNC_0495,RNC_0473,NC_0473,LANI95_0006,RANI95_0006,ANI95_0006
STRAIN_000949,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000949.fa.gz,3018077,4,2952196,True,,LNC_0015,RNC_0017,NC_0017,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000950,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000950.fa.gz,2313948,1,2313948,True,,LNC_0084,RNC_0079,NC_0079,LANI95_0012,RANI95_0012,ANI95_0012
STRAIN_000951,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000951.fa.gz,3249511,92,528446,True,,LNC_0006,RNC_0008,NC_0008,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000952,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000952.fa.gz,2695904,3,2538072,True,,LNC_0496,RNC_0474,NC_0474,LANI95_0006,RANI95_0006,ANI95_0006
STRAIN_000953,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000953.fa.gz,1883210,1,1883210,True,,LNC_0497,RNC_0475,NC_0475,LANI95_0007,RANI95_0007,ANI95_0007
STRAIN_000955,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000955.fa.gz,1858701,78,132645,True,,LNC_0498,RNC_0476,NC_0476,LANI95_0019,RANI95_0019,ANI95_0019
STRAIN_000956,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000956.fa.gz,1855460,316,110878,True,,LNC_0104,RNC_0099,NC_0099,LANI95_0005,RANI95_0005,ANI95_0005
STRAIN_000957,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000957.fa.gz,3474459,246,216183,True,,LNC_0007,RNC_0006,NC_0006,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000958,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000958.fa.gz,3302146,206,216160,True,,LNC_0007,RNC_0006,NC_0006,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000959,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000959.fa.gz,3380287,100,368811,True,,LNC_0007,RNC_0006,NC_0006,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000964,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000964.fa.gz,3199559,74,219988,True,,LNC_0003,RNC_0003,NC_0003,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000967,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000967.fa.gz,1991268,99,135363,True,,LNC_0102,RNC_0062,NC_0062,LANI95_0005,RANI95_0005,ANI95_0005
STRAIN_000969,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000969.fa.gz,2128522,140,134322,True,,LNC_0499,RNC_0477,NC_0477,LANI95_0010,RANI95_0010,ANI95_0010
STRAIN_000970,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000970.fa.gz,3232424,74,246548,True,,LNC_0060,RNC_0001,NC_0001,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000975,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000975.fa.gz,1950312,348,82727,True,,LNC_0500,RNC_0478,NC_0478,LANI95_0017,RANI95_0017,ANI95_0017
STRAIN_000976,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000976.fa.gz,3431399,107,482985,True,,LNC_0501,RNC_0479,NC_0479,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000977,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000977.fa.gz,3437253,4,3291033,True,,LNC_0063,RNC_0057,NC_0057,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000979,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000979.fa.gz,2000628,159,127800,True,,LNC_0502,RNC_0480,NC_0480,LANI95_0005,RANI95_0005,ANI95_0005
STRAIN_000980,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000980.fa.gz,3348977,9,3108378,True,,LNC_0007,RNC_0006,NC_0006,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000985,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000985.fa.gz,3150648,2,3101896,True,,LNC_0026,RNC_0026,NC_0026,LANI95_0004,RANI95_0004,ANI95_0004
STRAIN_000988,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000988.fa.gz,2316508,62,208011,True,,LNC_0107,RNC_0102,NC_0102,LANI95_0009,RANI95_0009,ANI95_0009
STRAIN_000989,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000989.fa.gz,3390218,34,798866,True,,LNC_0003,RNC_0003,NC_0003,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000990,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000990.fa.gz,3451038,43,544542,True,,LNC_0003,RNC_0003,NC_0003,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000991,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000991.fa.gz,2236980,2,2217922,True,,LNC_0029,RNC_0031,NC_0031,LANI95_0006,RANI95_0006,ANI95_0006
STRAIN_000993,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000993.fa.gz,2371629,1,2371629,True,,LNC_0089,RNC_0084,NC_0084,LANI95_0002,RANI95_0002,ANI95_0002
STRAIN_000994,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000994.fa.gz,3329459,28,470791,True,,LNC_0019,RNC_0001,NC_0001,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000995,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000995.fa.gz,1944146,1,1944146,True,,LNC_0002,RNC_0004,NC_0004,LANI95_0011,RANI95_0011,ANI95_0011
STRAIN_000998,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000998.fa.gz,2292605,69,218455,True,,LNC_0503,RNC_0016,NC_0016,LANI95_0008,RANI95_0008,ANI95_0008
STRAIN_001005,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_001005.fa.gz,3432966,54,447441,True,,LNC_0068,RNC_0063,NC_0063,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_001006,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_001006.fa.gz,3285094,66,425807,True,,LNC_0113,RNC_0107,NC_0107,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_001007,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_001007.fa.gz,3287673,41,427141,True,,LNC_0113,RNC_0107,NC_0107,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_001008,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_001008.fa.gz,2730625,5,2603898,True,,LNC_0504,RNC_0481,NC_0481,LANI95_0008,RANI95_0008,ANI95_0008
STRAIN_001009,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_001009.fa.gz,1731838,1,1731838,True,,LNC_0505,RNC_0482,NC_0482,LANI95_0007,RANI95_0007,ANI95_0007
STRAIN_001010,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_001010.fa.gz,2449019,6,621100,True,,LNC_0023,RNC_0022,NC_0022,LANI95_0002,RANI95_0002,ANI95_0002
STRAIN_001011,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_001011.fa.gz,1911362,82,183442,True,,LNC_0506,RNC_0483,NC_0483,LANI95_0005,RANI95_0005,ANI95_0005
STRAIN_001012,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_001012.fa.gz,2089202,1,2089202,True,,LNC_0507,RNC_0484,NC_0484,LANI95_0005,RANI95_0005,ANI95_0005
STRAIN_001013,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_001013.fa.gz,2580023,2,2387729,True,,LNC_0508,RNC_0485,NC_0485,LANI95_0028,RANI95_0028,ANI95_0028
STRAIN_001014,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_001014.fa.gz,3301947,118,207540,True,,LNC_0007,RNC_0006,NC_0006,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_001015,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_001015.fa.gz,2113987,180,109960,True,,LNC_0082,RNC_0077,NC_0077,LANI95_0006,RANI95_0006,ANI95_0006
STRAIN_001016,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_001016.fa.gz,2391925,50,291262,True,,LNC_0509,RNC_0486,NC_0486,LANI95_0012,RANI95_0012,ANI95_0012
STRAIN_001017,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_001017.fa.gz,2832850,1,2832850,True,,LNC_0016,RNC_0018,NC_0018,LANI95_0002,RANI95_0002,ANI95_0002
STRAIN_001018,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_001018.fa.gz,3502047,151,448696,True,,LNC_0068,RNC_0063,NC_0063,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_001019,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_001019.fa.gz,2471038,15,414116,True,,LNC_0057,RNC_0053,NC_0053,LANI95_0009,RANI95_0009,ANI95_0009
STRAIN_001021,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_001021.fa.gz,3220518,3,3212165,True,,LNC_0510,RNC_0001,NC_0001,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_001022,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_001022.fa.gz,3072393,126,282856,True,,LNC_0511,RNC_0487,NC_0487,LANI95_0003,RANI95_0003,ANI95_0003
