strain_entity_id,current_genome_key,primary_accession,gcf_accession,gca_accession,species,strain,taxon_main,taxon_key,assembly_level,culture_collection,isolation_source,isolation_host,isolation_country,isolation_sample_type,legacy_pdb_ids,legacy_genome_uids,culture_collection_ids,local_genome_files,local_genome_file_count,old_paper_count,old_evidence_count,old_clinical_count,old_animal_count,old_in_vitro_count,probiotic_source_tags,matched_evidence_rows_v3,matched_publications_v3,matched_functions_v3,clinical_evidence_v3,animal_evidence_v3,in_vitro_evidence_v3,has_strain_resolved_evidence_v3,registry_accession_candidates,accession_source_columns,identity_match_status,identity_match_method,matched_genome_path,matched_genome_file,matched_genome_accessions,matched_valid_fasta,matched_total_bp,matched_n50,matched_contigs
STRAIN_000968,GCF_051217015.1,GCF_051217015.1,GCF_051217015.1,GCA_051217015.1,Lactiplantibacillus plantarum,PL-02,plantarum,plantarum,Complete Genome,,gut,Homo sapiens,Taiwan: (ROC),pure culture,PDB_000155,Lactiplantibacillus plantarum||PL-02,,G:\安雄伟论文\数据\genomes\ncbi\GCA_051217015.1.fa.gz | G:\安雄伟论文\数据\genomes\ncbi\GCF_051217015.1.fa.gz,2,0,0,0,0,0,,0,0,0,0,0,0,NO,GCF_051217015.1 | GCA_051217015.1,"GCF_051217015.1:current_genome_key,primary_accession,gcf_accession,local_genome_files || GCA_051217015.1:gca_accession,local_genome_files",AMBIGUOUS_MULTIPLE_GENOMES,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCF_051217015.1.fa.gz | /root/autodl-tmp/axw/genomes/ncbi/GCA_051217015.1.fa.gz,GCF_051217015.1.fa.gz | GCA_051217015.1.fa.gz,GCF_051217015.1 | GCA_051217015.1,,,,
STRAIN_000969,GCF_051388095.1,GCF_051388095.1,GCF_051388095.1,GCA_051388095.1,Lactobacillus acidophilus,FSHXBX32L130,acidophilus,acidophilus,Contig,,feces,,,cell culture,PDB_000843,Lactobacillus acidophilus||FSHXBX32L130,,G:\安雄伟论文\数据\genomes\ncbi\.quarantine_20260804\repair_20260804\GCA_051388095.1.fa.gz | G:\安雄伟论文\数据\genomes\ncbi\GCA_051388095.1.fa.gz,2,20,20,20,0,0,,0,0,0,0,0,0,NO,GCF_051388095.1 | GCA_051388095.1,"GCF_051388095.1:current_genome_key,primary_accession,gcf_accession || GCA_051388095.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_051388095.1.fa.gz,GCA_051388095.1.fa.gz,GCA_051388095.1,True,2128522,38471,140
STRAIN_000970,GCF_051388175.1,GCF_051388175.1,GCF_051388175.1,GCA_051388175.1,Lactiplantibacillus plantarum,s8-3,plantarum,plantarum,Contig,,,,,cell culture,PDB_000841,Lactiplantibacillus plantarum||s8-3,,G:\安雄伟论文\数据\genomes\ncbi\GCA_051388175.1.fa.gz,1,20,20,0,0,0,,0,0,0,0,0,0,NO,GCF_051388175.1 | GCA_051388175.1,"GCF_051388175.1:current_genome_key,primary_accession,gcf_accession || GCA_051388175.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_051388175.1.fa.gz,GCA_051388175.1.fa.gz,GCA_051388175.1,True,3232424,121426,74
STRAIN_000971,GCF_051388555.1,GCF_051388555.1,GCF_051388555.1,GCA_051388555.1,Lactobacillus acidophilus,JCM-1132,acidophilus,acidophilus,Contig,,,,,cell culture,PDB_000246,Lactobacillus acidophilus||JCM-1132,JCM1132,G:\安雄伟论文\数据\genomes\ncbi\GCA_051388555.1.fa.gz | G:\安雄伟论文\数据\genomes\ncbi\GCF_051388555.1.fa.gz,2,0,0,0,0,0,,0,0,0,0,0,0,NO,GCF_051388555.1 | GCA_051388555.1,"GCF_051388555.1:current_genome_key,primary_accession,gcf_accession,local_genome_files || GCA_051388555.1:gca_accession,local_genome_files",AMBIGUOUS_MULTIPLE_GENOMES,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCF_051388555.1.fa.gz | /root/autodl-tmp/axw/genomes/ncbi/GCA_051388555.1.fa.gz,GCF_051388555.1.fa.gz | GCA_051388555.1.fa.gz,GCF_051388555.1 | GCA_051388555.1,,,,
STRAIN_000972,GCF_051388695.1,GCF_051388695.1,GCF_051388695.1,GCA_051388695.1,Lactobacillus acidophilus,CCFM-720,acidophilus,acidophilus,Contig,,,,,cell culture,PDB_000244,Lactobacillus acidophilus||CCFM-720,CCFM720,G:\安雄伟论文\数据\genomes\ncbi\GCA_051388695.1.fa.gz | G:\安雄伟论文\数据\genomes\ncbi\GCF_051388695.1.fa.gz,2,0,0,0,0,0,,0,0,0,0,0,0,NO,GCF_051388695.1 | GCA_051388695.1,"GCF_051388695.1:current_genome_key,primary_accession,gcf_accession,local_genome_files || GCA_051388695.1:gca_accession,local_genome_files",AMBIGUOUS_MULTIPLE_GENOMES,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCF_051388695.1.fa.gz | /root/autodl-tmp/axw/genomes/ncbi/GCA_051388695.1.fa.gz,GCF_051388695.1.fa.gz | GCA_051388695.1.fa.gz,GCF_051388695.1 | GCA_051388695.1,,,,
STRAIN_000973,GCF_051388835.1,GCF_051388835.1,GCF_051388835.1,GCA_051388835.1,Lactobacillus acidophilus,CCFM137,acidophilus,acidophilus,Contig,,,,,cell culture,PDB_000247,Lactobacillus acidophilus||CCFM137,CCFM137,G:\安雄伟论文\数据\genomes\ncbi\GCA_051388835.1.fa.gz | G:\安雄伟论文\数据\genomes\ncbi\GCF_051388835.1.fa.gz,2,0,0,0,0,0,,0,0,0,0,0,0,NO,GCF_051388835.1 | GCA_051388835.1,"GCF_051388835.1:current_genome_key,primary_accession,gcf_accession,local_genome_files || GCA_051388835.1:gca_accession,local_genome_files",AMBIGUOUS_MULTIPLE_GENOMES,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCF_051388835.1.fa.gz | /root/autodl-tmp/axw/genomes/ncbi/GCA_051388835.1.fa.gz,GCF_051388835.1.fa.gz | GCA_051388835.1.fa.gz,GCF_051388835.1 | GCA_051388835.1,,,,
STRAIN_000974,GCF_051391195.1,GCF_051391195.1,GCF_051391195.1,GCA_051391195.1,Lactiplantibacillus plantarum,CCFM8610,plantarum,plantarum,Contig,,Fermented vegetables,,,cell culture,PDB_000156,Lactiplantibacillus plantarum||CCFM8610,CCFM8610,G:\安雄伟论文\数据\genomes\ncbi\GCA_051391195.1.fa.gz | G:\安雄伟论文\数据\genomes\ncbi\GCF_051391195.1.fa.gz,2,9,9,0,9,0,,0,0,0,0,0,0,NO,GCF_051391195.1 | GCA_051391195.1,"GCF_051391195.1:current_genome_key,primary_accession,gcf_accession,local_genome_files || GCA_051391195.1:gca_accession,local_genome_files",AMBIGUOUS_MULTIPLE_GENOMES,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCF_051391195.1.fa.gz | /root/autodl-tmp/axw/genomes/ncbi/GCA_051391195.1.fa.gz,GCF_051391195.1.fa.gz | GCA_051391195.1.fa.gz,GCF_051391195.1 | GCA_051391195.1,,,,
STRAIN_000975,GCF_051488545.1,GCF_051488545.1,GCF_051488545.1,GCA_051488545.1,Lactobacillus helveticus,NK,helveticus,helveticus,Contig,,probiotic strain,,Russia: Orenburg,cell culture,PDB_000806,Lactobacillus helveticus||NK,,G:\安雄伟论文\数据\genomes\ncbi\GCA_051488545.1.fa.gz,1,754,754,101,66,65,,0,0,0,0,0,0,NO,GCF_051488545.1 | GCA_051488545.1,"GCF_051488545.1:current_genome_key,primary_accession,gcf_accession || GCA_051488545.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_051488545.1.fa.gz,GCA_051488545.1.fa.gz,GCA_051488545.1,True,1950312,14839,348
STRAIN_000976,GCF_051550615.1,GCF_051550615.1,GCF_051550615.1,GCA_051550615.1,Lactiplantibacillus plantarum subsp. plantarum,NIAB_GJ009C10,plantarum,plantarum|plantarum,Contig,,jejunum,Capra hircus,"India: Hyderabad, Telangana",Whole organism,PDB_000927,Lactiplantibacillus plantarum subsp. plantarum||NIAB_GJ009C10,,G:\安雄伟论文\数据\genomes\ncbi\GCA_051550615.1.fa.gz,1,1,1,0,0,0,,0,0,0,0,0,0,NO,GCF_051550615.1 | GCA_051550615.1,"GCF_051550615.1:current_genome_key,primary_accession,gcf_accession || GCA_051550615.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_051550615.1.fa.gz,GCA_051550615.1.fa.gz,GCA_051550615.1,True,3431399,363258,107
STRAIN_000977,GCF_051557165.1,GCF_051557165.1,GCF_051557165.1,GCA_051557165.1,Lactiplantibacillus plantarum,NX87,plantarum,plantarum,Complete Genome,,yogurt,,China,mixed culture,PDB_000929,Lactiplantibacillus plantarum||NX87,,G:\安雄伟论文\数据\genomes\ncbi\GCA_051557165.1.fa.gz,1,1,1,0,0,0,,0,0,0,0,0,0,NO,GCF_051557165.1 | GCA_051557165.1,"GCF_051557165.1:current_genome_key,primary_accession,gcf_accession || GCA_051557165.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_051557165.1.fa.gz,GCA_051557165.1.fa.gz,GCA_051557165.1,True,3437253,3291033,4
STRAIN_000978,GCF_051712885.1,GCF_051712885.1,GCF_051712885.1,GCA_051712885.1,Lactiplantibacillus plantarum,JCM 1149,plantarum,plantarum,Scaffold,,food,,China: Hunan,whole organism,PDB_000157,Lactiplantibacillus plantarum||JCM 1149,JCM1149,G:\安雄伟论文\数据\genomes\ncbi\GCA_051712885.1.fa.gz | G:\安雄伟论文\数据\genomes\ncbi\GCF_051712885.1.fa.gz,2,1,1,0,1,0,,0,0,0,0,0,0,NO,GCF_051712885.1 | GCA_051712885.1,"GCF_051712885.1:current_genome_key,primary_accession,gcf_accession,local_genome_files || GCA_051712885.1:gca_accession,local_genome_files",AMBIGUOUS_MULTIPLE_GENOMES,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCF_051712885.1.fa.gz | /root/autodl-tmp/axw/genomes/ncbi/GCA_051712885.1.fa.gz,GCF_051712885.1.fa.gz | GCA_051712885.1.fa.gz,GCF_051712885.1 | GCA_051712885.1,,,,
STRAIN_000979,GCF_051949185.1,GCF_051949185.1,GCF_051949185.1,GCA_051949185.1,Limosilactobacillus fermentum,J24,fermentum,fermentum,Contig,,cheese,,Mexico: Hermosillo,cell culture,PDB_000960,Limosilactobacillus fermentum||J24,,G:\安雄伟论文\数据\genomes\ncbi\GCA_051949185.1.fa.gz,1,1,1,0,0,0,,0,0,0,0,0,0,NO,GCF_051949185.1 | GCA_051949185.1,"GCF_051949185.1:current_genome_key,primary_accession,gcf_accession || GCA_051949185.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_051949185.1.fa.gz,GCA_051949185.1.fa.gz,GCA_051949185.1,True,2000628,41964,159
STRAIN_000980,GCF_051990715.1,GCF_051990715.1,GCF_051990715.1,GCA_051990715.1,Lactiplantibacillus plantarum subsp. plantarum,SST-9961,plantarum,plantarum|plantarum,Complete Genome,,Citrus fruit,,South Korea,single cell,PDB_000936,Lactiplantibacillus plantarum subsp. plantarum||SST-9961,,G:\安雄伟论文\数据\genomes\ncbi\GCA_051990715.1.fa.gz,1,1,1,1,0,0,,0,0,0,0,0,0,NO,GCF_051990715.1 | GCA_051990715.1,"GCF_051990715.1:current_genome_key,primary_accession,gcf_accession || GCA_051990715.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_051990715.1.fa.gz,GCA_051990715.1.fa.gz,GCA_051990715.1,True,3348977,3108378,9
STRAIN_000981,GCF_052064905.1,GCF_052064905.1,GCF_052064905.1,GCA_052064905.1,Lactiplantibacillus plantarum,Lp-115,plantarum,plantarum,Contig,,missing,Homo sapiens,Italy: Milan,Commercial product,PDB_000158,Lactiplantibacillus plantarum||Lp-115,,G:\安雄伟论文\数据\genomes\ncbi\GCA_052064905.1.fa.gz | G:\安雄伟论文\数据\genomes\ncbi\GCF_052064905.1.fa.gz,2,0,0,0,0,0,,0,0,0,0,0,0,NO,GCF_052064905.1 | GCA_052064905.1,"GCF_052064905.1:current_genome_key,primary_accession,gcf_accession,local_genome_files || GCA_052064905.1:gca_accession,local_genome_files",AMBIGUOUS_MULTIPLE_GENOMES,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCF_052064905.1.fa.gz | /root/autodl-tmp/axw/genomes/ncbi/GCA_052064905.1.fa.gz,GCF_052064905.1.fa.gz | GCA_052064905.1.fa.gz,GCF_052064905.1 | GCA_052064905.1,,,,
STRAIN_000982,GCF_052064955.1,GCF_052064955.1,GCF_052064955.1,GCA_052064955.1,Lacticaseibacillus paracasei,CNCM I-1572,paracasei,paracasei,Contig,,missing,Homo sapiens,Italy: Milan,Commercial product,PDB_000346,Lacticaseibacillus paracasei||CNCM I-1572,CNCMI1572,G:\安雄伟论文\数据\genomes\ncbi\GCA_052064955.1.fa.gz | G:\安雄伟论文\数据\genomes\ncbi\GCF_052064955.1.fa.gz,2,1,1,1,0,0,,0,0,0,0,0,0,NO,GCF_052064955.1 | GCA_052064955.1,"GCF_052064955.1:current_genome_key,primary_accession,gcf_accession,local_genome_files || GCA_052064955.1:gca_accession,local_genome_files",AMBIGUOUS_MULTIPLE_GENOMES,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCF_052064955.1.fa.gz | /root/autodl-tmp/axw/genomes/ncbi/GCA_052064955.1.fa.gz,GCF_052064955.1.fa.gz | GCA_052064955.1.fa.gz,GCF_052064955.1 | GCA_052064955.1,,,,
STRAIN_000983,GCF_052747875.1,GCF_052747875.1,GCF_052747875.1,GCA_052747875.1,Lactobacillus acidophilus,LA85,acidophilus,acidophilus,Complete Genome,,,missing,China: Sichuan,,PDB_000235,Lactobacillus acidophilus||LA85,,G:\安雄伟论文\数据\genomes\ncbi\GCA_052747875.1.fa.gz | G:\安雄伟论文\数据\genomes\ncbi\GCF_052747875.1.fa.gz,2,4,4,0,4,0,,0,0,0,0,0,0,NO,GCF_052747875.1 | GCA_052747875.1,"GCF_052747875.1:current_genome_key,primary_accession,gcf_accession,local_genome_files || GCA_052747875.1:gca_accession,local_genome_files",AMBIGUOUS_MULTIPLE_GENOMES,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCF_052747875.1.fa.gz | /root/autodl-tmp/axw/genomes/ncbi/GCA_052747875.1.fa.gz,GCF_052747875.1.fa.gz | GCA_052747875.1.fa.gz,GCF_052747875.1 | GCA_052747875.1,,,,
STRAIN_000984,GCF_052907325.1,GCF_052907325.1,GCF_052907325.1,GCA_052907325.1,Lactobacillus acidophilus,NCU402,acidophilus,acidophilus,Complete Genome,,,Homo sapiens,China: Jiangxi Nanchang,cell culture,PDB_000245,Lactobacillus acidophilus||NCU402,,G:\安雄伟论文\数据\genomes\ncbi\GCA_052907325.1.fa.gz | G:\安雄伟论文\数据\genomes\ncbi\GCF_052907325.1.fa.gz,2,0,0,0,0,0,,0,0,0,0,0,0,NO,GCF_052907325.1 | GCA_052907325.1,"GCF_052907325.1:current_genome_key,primary_accession,gcf_accession,local_genome_files || GCA_052907325.1:gca_accession,local_genome_files",AMBIGUOUS_MULTIPLE_GENOMES,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCF_052907325.1.fa.gz | /root/autodl-tmp/axw/genomes/ncbi/GCA_052907325.1.fa.gz,GCF_052907325.1.fa.gz | GCA_052907325.1.fa.gz,GCF_052907325.1 | GCA_052907325.1,,,,
STRAIN_000985,GCF_052907405.1,GCF_052907405.1,GCF_052907405.1,GCA_052907405.1,Lacticaseibacillus paracasei,NCU215,paracasei,paracasei,Complete Genome,,fermented vegetable,,China: Jiangxi Nanchang,cell culture,PDB_000907,Lacticaseibacillus paracasei||NCU215,,G:\安雄伟论文\数据\genomes\ncbi\GCA_052907405.1.fa.gz,1,1,1,0,0,0,,0,0,0,0,0,0,NO,GCF_052907405.1 | GCA_052907405.1,"GCF_052907405.1:current_genome_key,primary_accession,gcf_accession || GCA_052907405.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_052907405.1.fa.gz,GCA_052907405.1.fa.gz,GCA_052907405.1,True,3150648,3101896,2
STRAIN_000986,GCF_053471085.1,GCF_053471085.1,GCF_053471085.1,GCA_053471085.1,Limosilactobacillus fermentum,Lf5,fermentum,fermentum,Contig,,,Homo sapiens,Denmark,,PDB_000311,Limosilactobacillus fermentum||Lf5,,G:\安雄伟论文\数据\genomes\ncbi\GCA_053471085.1.fa.gz | G:\安雄伟论文\数据\genomes\ncbi\GCF_053471085.1.fa.gz,2,2,2,0,2,0,,0,0,0,0,0,0,NO,GCF_053471085.1 | GCA_053471085.1,"GCF_053471085.1:current_genome_key,primary_accession,gcf_accession,local_genome_files || GCA_053471085.1:gca_accession,local_genome_files",AMBIGUOUS_MULTIPLE_GENOMES,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCF_053471085.1.fa.gz | /root/autodl-tmp/axw/genomes/ncbi/GCA_053471085.1.fa.gz,GCF_053471085.1.fa.gz | GCA_053471085.1.fa.gz,GCF_053471085.1 | GCA_053471085.1,,,,
STRAIN_000987,GCF_053471705.1,GCF_053471705.1,GCF_053471705.1,GCA_053471705.1,Limosilactobacillus fermentum,CRL2085,fermentum,fermentum,Contig,,feces,cow,Argentina: Tucuman,single cell,PDB_000305,Limosilactobacillus fermentum||CRL2085,,G:\安雄伟论文\数据\genomes\ncbi\GCA_053471705.1.fa.gz | G:\安雄伟论文\数据\genomes\ncbi\GCF_053471705.1.fa.gz,2,0,0,0,0,0,,0,0,0,0,0,0,NO,GCF_053471705.1 | GCA_053471705.1,"GCF_053471705.1:current_genome_key,primary_accession,gcf_accession,local_genome_files || GCA_053471705.1:gca_accession,local_genome_files",AMBIGUOUS_MULTIPLE_GENOMES,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCF_053471705.1.fa.gz | /root/autodl-tmp/axw/genomes/ncbi/GCA_053471705.1.fa.gz,GCF_053471705.1.fa.gz | GCA_053471705.1.fa.gz,GCF_053471705.1 | GCA_053471705.1,,,,
STRAIN_000988,GCF_053642955.1,GCF_053642955.1,GCF_053642955.1,GCA_053642955.1,Levilactobacillus brevis,3LB,brevis,brevis,Scaffold,,koumiss,,"Kazakhstan: Akmola Region, Astana",,PDB_000953,Levilactobacillus brevis||3LB,,G:\安雄伟论文\数据\genomes\ncbi\GCA_053642955.1.fa.gz,1,1,1,0,0,0,,0,0,0,0,0,0,NO,GCF_053642955.1 | GCA_053642955.1,"GCF_053642955.1:current_genome_key,primary_accession,gcf_accession || GCA_053642955.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_053642955.1.fa.gz,GCA_053642955.1.fa.gz,GCA_053642955.1,True,2316508,168338,62
STRAIN_000989,GCF_053748695.1,GCF_053748695.1,GCF_053748695.1,GCA_053748695.1,Lactiplantibacillus plantarum,PL0031,plantarum,plantarum,Contig,,Fermented rice and gourami,,Philippines,Bacterial culture,PDB_000862,Lactiplantibacillus plantarum||PL0031,,G:\安雄伟论文\数据\genomes\ncbi\GCA_053748695.1.fa.gz,1,17,17,0,0,0,,0,0,0,0,0,0,NO,GCF_053748695.1 | GCA_053748695.1,"GCF_053748695.1:current_genome_key,primary_accession,gcf_accession || GCA_053748695.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_053748695.1.fa.gz,GCA_053748695.1.fa.gz,GCA_053748695.1,True,3390218,305705,34
STRAIN_000990,GCF_053749075.1,GCF_053749075.1,GCF_053749075.1,GCA_053749075.1,Lactiplantibacillus plantarum,PL0012,plantarum,plantarum,Contig,,Fermented rice and milkfish,,Philippines,Bacterial culture,PDB_000863,Lactiplantibacillus plantarum||PL0012,,G:\安雄伟论文\数据\genomes\ncbi\GCA_053749075.1.fa.gz,1,17,17,0,0,0,,0,0,0,0,0,0,NO,GCF_053749075.1 | GCA_053749075.1,"GCF_053749075.1:current_genome_key,primary_accession,gcf_accession || GCA_053749075.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_053749075.1.fa.gz,GCA_053749075.1.fa.gz,GCA_053749075.1,True,3451038,226157,43
STRAIN_000991,GCF_054106205.1,GCF_054106205.1,GCF_054106205.1,GCA_054106205.1,Limosilactobacillus reuteri,LLR2,reuteri,reuteri,Complete Genome,,feces,Homo sapiens,China:Guangzhou,single cell,PDB_000861,Limosilactobacillus reuteri||LLR2,,G:\安雄伟论文\数据\genomes\ncbi\GCA_054106205.1.fa.gz,1,18,18,0,0,18,,0,0,0,0,0,0,NO,GCF_054106205.1 | GCA_054106205.1,"GCF_054106205.1:current_genome_key,primary_accession,gcf_accession || GCA_054106205.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_054106205.1.fa.gz,GCA_054106205.1.fa.gz,GCA_054106205.1,True,2236980,2217922,2
STRAIN_000992,GCF_054131685.1,GCF_054131685.1,GCF_054131685.1,GCA_054131685.1,Lacticaseibacillus rhamnosus,SHA113,rhamnosus,rhamnosus,Complete Genome,,Human breast milk,,China,mixed culture,PDB_000216,Lacticaseibacillus rhamnosus||SHA113,,G:\安雄伟论文\数据\genomes\ncbi\GCA_054131685.1.fa.gz | G:\安雄伟论文\数据\genomes\ncbi\GCF_054131685.1.fa.gz,2,3,3,0,3,0,,0,0,0,0,0,0,NO,GCF_054131685.1 | GCA_054131685.1,"GCF_054131685.1:current_genome_key,primary_accession,gcf_accession,local_genome_files || GCA_054131685.1:gca_accession,local_genome_files",AMBIGUOUS_MULTIPLE_GENOMES,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCF_054131685.1.fa.gz | /root/autodl-tmp/axw/genomes/ncbi/GCA_054131685.1.fa.gz,GCF_054131685.1.fa.gz | GCA_054131685.1.fa.gz,GCF_054131685.1 | GCA_054131685.1,,,,
STRAIN_000993,GCF_054189165.1,GCF_054189165.1,GCF_054189165.1,GCA_054189165.1,Bifidobacterium longum,CECT 7347,longum,longum,Complete Genome,,,,,,PDB_001046,Bifidobacterium longum||CECT 7347,CECT7347,G:\安雄伟论文\数据\genomes\ncbi\GCF_054189165.1.fa.gz,1,0,0,0,0,0,,0,0,0,0,0,0,NO,GCF_054189165.1 | GCA_054189165.1,"GCF_054189165.1:current_genome_key,primary_accession,gcf_accession,local_genome_files || GCA_054189165.1:gca_accession",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCF_054189165.1.fa.gz,GCF_054189165.1.fa.gz,GCF_054189165.1,True,2371629,2371629,1
STRAIN_000994,GCF_054457255.1,GCF_054457255.1,GCF_054457255.1,GCA_054457255.1,Lactiplantibacillus plantarum,S29,plantarum,plantarum,Scaffold,,,,China: Nanning,,PDB_000935,Lactiplantibacillus plantarum||S29,,G:\安雄伟论文\数据\genomes\ncbi\GCA_054457255.1.fa.gz,1,1,1,0,0,1,,0,0,0,0,0,0,NO,GCF_054457255.1 | GCA_054457255.1,"GCF_054457255.1:current_genome_key,primary_accession,gcf_accession || GCA_054457255.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_054457255.1.fa.gz,GCA_054457255.1.fa.gz,GCA_054457255.1,True,3329459,265898,28
STRAIN_000995,GCF_054604265.1,GCF_054604265.1,GCF_054604265.1,GCA_054604265.1,Bifidobacterium animalis subsp. lactis,CECT 8145,animalis,animalis|lactis,Complete Genome,,,,,,PDB_001047,Bifidobacterium animalis subsp. lactis||CECT 8145,CECT8145,G:\安雄伟论文\数据\genomes\ncbi\GCF_054604265.1.fa.gz,1,0,0,0,0,0,,0,0,0,0,0,0,NO,GCF_054604265.1 | GCA_054604265.1,"GCF_054604265.1:current_genome_key,primary_accession,gcf_accession,local_genome_files || GCA_054604265.1:gca_accession",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCF_054604265.1.fa.gz,GCF_054604265.1.fa.gz,GCF_054604265.1,True,1944146,1944146,1
STRAIN_000996,GCF_054720645.1,GCF_054720645.1,GCF_054720645.1,GCA_054720645.1,Lacticaseibacillus rhamnosus,L34,rhamnosus,rhamnosus,Complete Genome,,Infant feces,Homo sapiens,Thailand: Bangkok,Bacterial culture,PDB_000442,Lacticaseibacillus rhamnosus||L34,,G:\安雄伟论文\数据\genomes\ncbi\GCA_054720645.1.fa.gz | G:\安雄伟论文\数据\genomes\ncbi\GCF_054720645.1.fa.gz,2,8,8,0,8,0,,0,0,0,0,0,0,NO,GCF_054720645.1 | GCA_054720645.1,"GCF_054720645.1:current_genome_key,primary_accession,gcf_accession,local_genome_files || GCA_054720645.1:gca_accession,local_genome_files",AMBIGUOUS_MULTIPLE_GENOMES,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCF_054720645.1.fa.gz | /root/autodl-tmp/axw/genomes/ncbi/GCA_054720645.1.fa.gz,GCF_054720645.1.fa.gz | GCA_054720645.1.fa.gz,GCF_054720645.1 | GCA_054720645.1,,,,
STRAIN_000997,GCF_054729175.1,GCF_054729175.1,GCF_054729175.1,GCA_054729175.1,Limosilactobacillus reuteri subsp. reuteri,F 275,reuteri,reuteri|reuteri,Complete Genome,DSM:20016,Frozen stock made from agar stab of DSM 20016 received in 2006.,Homo sapiens,not collected,,PDB_000282,Limosilactobacillus reuteri subsp. reuteri||F 275,DSM20016,G:\安雄伟论文\数据\genomes\ncbi\GCA_054729175.1.fa.gz | G:\安雄伟论文\数据\genomes\ncbi\GCF_054729175.1.fa.gz,2,1,1,0,1,0,,0,0,0,0,0,0,NO,GCF_054729175.1 | GCA_054729175.1,"GCF_054729175.1:current_genome_key,primary_accession,gcf_accession,local_genome_files || GCA_054729175.1:gca_accession,local_genome_files",AMBIGUOUS_MULTIPLE_GENOMES,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCF_054729175.1.fa.gz | /root/autodl-tmp/axw/genomes/ncbi/GCA_054729175.1.fa.gz,GCF_054729175.1.fa.gz | GCA_054729175.1.fa.gz,GCF_054729175.1 | GCA_054729175.1,,,,
STRAIN_000998,GCF_054879955.1,GCF_054879955.1,GCF_054879955.1,GCA_054879955.1,Lactococcus lactis,BC-2,lactis,lactis,Contig,,,,USA: Michigan State,,PDB_000846,Lactococcus lactis||BC-2,,G:\安雄伟论文\数据\genomes\ncbi\GCA_054879955.1.fa.gz,1,20,20,0,0,0,,0,0,0,0,0,0,NO,GCF_054879955.1 | GCA_054879955.1,"GCF_054879955.1:current_genome_key,primary_accession,gcf_accession || GCA_054879955.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_054879955.1.fa.gz,GCA_054879955.1.fa.gz,GCA_054879955.1,True,2292605,92555,69
