genome_file,genome_path,file_size_bytes,accession_from_filename,accession_base,valid_fasta,contigs,total_bp,n50,largest_contig,smallest_contig,gc_percent,n_percent,error,all_path_accessions,all_path_accession_bases,n_path_accessions
GCA_040822565.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_040822565.1.fa.gz,842415,GCA_040822565.1,GCA_040822565,True,190,2796933,38357,126776,212,47.7164,0.014301,,GCA_040822565.1,GCA_040822565,1
GCA_040924945.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_040924945.1.fa.gz,862236,GCA_040924945.1,GCA_040924945,True,179,2857052,25722,93604,1577,46.7467,0.131779,,GCA_040924945.1,GCA_040924945,1
GCA_040962025.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_040962025.1.fa.gz,603743,GCA_040962025.1,GCA_040962025,True,1,2039512,2039512,2039512,2039512,38.8789,0.0,,GCA_040962025.1,GCA_040962025,1
GCA_041080595.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_041080595.1.fa.gz,983946,GCA_041080595.1,GCA_041080595,True,10,3300604,3024111,3024111,2044,44.4853,0.0,,GCA_041080595.1,GCA_041080595,1
GCA_041357755.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_041357755.1.fa.gz,677367,GCA_041357755.1,GCA_041357755,True,17,2283965,527021,1006956,1333,56.4925,0.0,,GCA_041357755.1,GCA_041357755,1
GCA_041413225.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_041413225.1.fa.gz,586488,GCA_041413225.1,GCA_041413225,True,114,1962245,31102,83249,506,51.9406,0.039801,,GCA_041413225.1,GCA_041413225,1
GCA_041725645.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_041725645.1.fa.gz,1003193,GCA_041725645.1,GCA_041725645,True,10,3366048,3095858,3095858,2151,44.4915,0.0,,GCA_041725645.1,GCA_041725645,1
GCA_041888795.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_041888795.1.fa.gz,658636,GCA_041888795.1,GCA_041888795,True,3,2251603,2225488,2225488,7057,39.044,0.0,,GCA_041888795.1,GCA_041888795,1
GCA_041888805.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_041888805.1.fa.gz,658091,GCA_041888805.1,GCA_041888805,True,3,2249437,2223332,2223332,7047,39.0375,0.0,,GCA_041888805.1,GCA_041888805,1
GCA_042160085.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_042160085.1.fa.gz,968952,GCA_042160085.1,GCA_042160085,True,3,3247661,3191749,3191749,9231,44.5826,0.0,,GCA_042160085.1,GCA_042160085,1
GCA_042645985.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_042645985.1.fa.gz,868107,GCA_042645985.1,GCA_042645985,True,331,2865742,12654,38298,1536,46.6997,0.0,,GCA_042645985.1,GCA_042645985,1
GCA_042691645.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_042691645.1.fa.gz,965580,GCA_042691645.1,GCA_042691645,True,3,3241974,3197760,3197760,11338,44.51,0.0,,GCA_042691645.1,GCA_042691645,1
GCA_043951895.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_043951895.1.fa.gz,963955,GCA_043951895.1,GCA_043951895,True,105,3202320,110122,414808,204,44.4139,0.031227,,GCA_043951895.1,GCA_043951895,1
GCA_044283575.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_044283575.1.fa.gz,884291,GCA_044283575.1,GCA_044283575,True,1,2978869,2978869,2978869,2978869,46.8716,0.003357,,GCA_044283575.1,GCA_044283575,1
GCA_044383485.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_044383485.1.fa.gz,656422,GCA_044383485.1,GCA_044383485,True,145,2187995,38166,84839,506,38.5505,0.034232,,GCA_044383485.1,GCA_044383485,1
GCA_044758965.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_044758965.1.fa.gz,975621,GCA_044758965.1,GCA_044758965,True,1,3271053,3271053,3271053,3271053,44.6036,0.003057,,GCA_044758965.1,GCA_044758965,1
GCA_044760245.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_044760245.1.fa.gz,967403,GCA_044760245.1,GCA_044760245,True,458,3173258,12504,79393,1010,44.6911,0.0,,GCA_044760245.1,GCA_044760245,1
GCA_045256955.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_045256955.1.fa.gz,892808,GCA_045256955.1,GCA_045256955,True,1,3007191,3007191,3007191,3007191,46.6912,0.0,,GCA_045256955.1,GCA_045256955,1
GCA_045689685.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_045689685.1.fa.gz,710819,GCA_045689685.1,GCA_045689685,True,5,2377811,2305485,2305485,2131,45.9698,0.0,,GCA_045689685.1,GCA_045689685,1
GCA_045866315.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_045866315.1.fa.gz,1011638,GCA_045866315.1,GCA_045866315,True,36,3384592,316627,629201,524,44.322,0.0,,GCA_045866315.1,GCA_045866315,1
GCA_046097075.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_046097075.1.fa.gz,955264,GCA_046097075.1,GCA_046097075,True,6,3206383,3072759,3072759,8966,44.5602,0.0,,GCA_046097075.1,GCA_046097075,1
GCA_046237615.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_046237615.1.fa.gz,817972,GCA_046237615.1,GCA_046237615,True,5,2803566,2595288,2595288,42992,35.0552,0.0,,GCA_046237615.1,GCA_046237615,1
GCA_046938175.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_046938175.1.fa.gz,535108,GCA_046938175.1,GCA_046938175,True,119,1786097,34585,118933,217,38.7083,0.0,,GCA_046938175.1,GCA_046938175,1
GCA_046958455.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_046958455.1.fa.gz,564686,GCA_046958455.1,GCA_046958455,True,233,1896799,12885,47878,1064,34.5656,0.016343,,GCA_046958455.1,GCA_046958455,1
GCA_047223445.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_047223445.1.fa.gz,893183,GCA_047223445.1,GCA_047223445,True,4,3018077,2952196,2952196,12446,44.7862,0.0,,GCA_047223445.1,GCA_047223445,1
GCA_047301025.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_047301025.1.fa.gz,683056,GCA_047301025.1,GCA_047301025,True,1,2313948,2313948,2313948,2313948,58.7366,0.0,,GCA_047301025.1,GCA_047301025,1
GCA_047445175.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_047445175.1.fa.gz,879694,GCA_047445175.1,GCA_047445175,True,6,2966912,2939598,2939598,1762,46.6341,0.0,,GCA_047445175.1,GCA_047445175,1
GCA_047445195.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_047445195.1.fa.gz,975734,GCA_047445195.1,GCA_047445195,True,92,3249511,267834,528446,302,44.5394,0.0,,GCA_047445195.1,GCA_047445195,1
GCA_047456375.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_047456375.1.fa.gz,788604,GCA_047456375.1,GCA_047456375,True,3,2695904,2538072,2538072,14763,38.3331,0.0,,GCA_047456375.1,GCA_047456375,1
GCA_047947225.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_047947225.1.fa.gz,558174,GCA_047947225.1,GCA_047947225,True,1,1883210,1883210,1883210,1883210,38.8506,0.00531,,GCA_047947225.1,GCA_047947225,1
GCA_048009075.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_048009075.1.fa.gz,911034,GCA_048009075.1,GCA_048009075,True,1,3074387,3074387,3074387,3074387,44.6182,0.0,,GCA_048009075.1,GCA_048009075,1
GCA_048145425.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_048145425.1.fa.gz,554134,GCA_048145425.1,GCA_048145425,True,78,1858701,41365,132645,1080,49.9813,0.0,,GCA_048145425.1,GCA_048145425,1
GCA_049180515.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_049180515.1.fa.gz,558940,GCA_049180515.1,GCA_049180515,True,316,1855460,29799,110878,201,51.9758,0.00512,,GCA_049180515.1,GCA_049180515,1
GCA_049524615.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_049524615.1.fa.gz,1048172,GCA_049524615.1,GCA_049524615,True,246,3474459,45313,216183,203,44.0781,0.0,,GCA_049524615.1,GCA_049524615,1
GCA_049524655.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_049524655.1.fa.gz,997149,GCA_049524655.1,GCA_049524655,True,206,3302146,45313,216160,212,44.2536,0.0,,GCA_049524655.1,GCA_049524655,1
GCA_049524795.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_049524795.1.fa.gz,1015278,GCA_049524795.1,GCA_049524795,True,100,3380287,151266,368811,254,44.2801,0.0,,GCA_049524795.1,GCA_049524795,1
GCA_049942745.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_049942745.1.fa.gz,974069,GCA_049942745.1,GCA_049942745,True,6,3264387,3157005,3157005,6930,44.4377,0.0,,GCA_049942745.1,GCA_049942745,1
GCA_050017215.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_050017215.1.fa.gz,1012011,GCA_050017215.1,GCA_050017215,True,110,3375643,108362,388586,222,44.3199,0.0,,GCA_050017215.1,GCA_050017215,1
GCA_050565525.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_050565525.1.fa.gz,668874,GCA_050565525.1,GCA_050565525,True,23,2260057,146093,386170,1350,60.0517,0.0,,GCA_050565525.1,GCA_050565525,1
GCA_050846705.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_050846705.1.fa.gz,676426,GCA_050846705.1,GCA_050846705,True,50,2283346,141841,392508,2610,59.9095,0.0,,GCA_050846705.1,GCA_050846705,1
GCA_050896535.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_050896535.1.fa.gz,0,GCA_050896535.1,GCA_050896535,False,0,0,0,0,0,,,error('Error -3 while decompressing data: invalid block type'),GCA_050896535.1,GCA_050896535,1
GCA_050896535.2.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_050896535.2.fa.gz,991626,GCA_050896535.2,GCA_050896535,True,74,3199559,106250,219988,207,44.6539,0.0,,GCA_050896535.2,GCA_050896535,1
GCA_051048205.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_051048205.1.fa.gz,733444,GCA_051048205.1,GCA_051048205,True,4,2457403,2349500,2349500,20863,45.8791,0.0,,GCA_051048205.1,GCA_051048205,1
GCA_051123815.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_051123815.1.fa.gz,872524,GCA_051123815.1,GCA_051123815,True,1,2936720,2936720,2936720,2936720,46.8913,0.0,,GCA_051123815.1,GCA_051123815,1
GCA_051153655.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_051153655.1.fa.gz,597284,GCA_051153655.1,GCA_051153655,True,99,1991268,47917,135363,502,52.2038,0.0,,GCA_051153655.1,GCA_051153655,1
GCA_051217015.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_051217015.1.fa.gz,1005256,GCA_051217015.1,GCA_051217015,True,5,3370477,3171511,3171511,35472,44.3999,0.0,,GCA_051217015.1,GCA_051217015,1
GCA_051388095.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/.quarantine_20260804/repair_20260804/GCA_051388095.1.fa.gz,0,GCA_051388095.1,GCA_051388095,False,0,0,0,0,0,,,error('Error -3 while decompressing data: invalid stored block lengths'),GCA_051388095.1,GCA_051388095,1
GCA_051388095.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_051388095.1.fa.gz,655142,GCA_051388095.1,GCA_051388095,True,140,2128522,38471,134322,206,34.8861,0.0,,GCA_051388095.1,GCA_051388095,1
GCA_051388175.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_051388175.1.fa.gz,969777,GCA_051388175.1,GCA_051388175,True,74,3232424,121426,246548,215,44.5328,0.0,,GCA_051388175.1,GCA_051388175,1
GCA_051388555.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_051388555.1.fa.gz,573564,GCA_051388555.1,GCA_051388555,True,29,1950399,167415,426812,265,34.5805,0.0,,GCA_051388555.1,GCA_051388555,1
GCA_051388695.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_051388695.1.fa.gz,575661,GCA_051388695.1,GCA_051388695,True,51,1955487,166837,264706,225,34.6635,0.0,,GCA_051388695.1,GCA_051388695,1
GCA_051388735.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/.quarantine_20260804/repair_20260804/GCA_051388735.1.fa.gz,0,GCA_051388735.1,GCA_051388735,False,0,0,0,0,0,,,error('Error -3 while decompressing data: invalid block type'),GCA_051388735.1,GCA_051388735,1
GCA_051388735.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_051388735.1.fa.gz,612524,GCA_051388735.1,GCA_051388735,True,117,1990372,35950,80692,223,34.669,0.0,,GCA_051388735.1,GCA_051388735,1
GCA_051388815.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_051388815.1.fa.gz,625636,GCA_051388815.1,GCA_051388815,True,134,2115420,38211,123435,215,34.8621,0.0,,GCA_051388815.1,GCA_051388815,1
GCA_051388835.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_051388835.1.fa.gz,574046,GCA_051388835.1,GCA_051388835,True,37,1951485,167414,426685,268,34.5893,0.0,,GCA_051388835.1,GCA_051388835,1
GCA_051391195.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_051391195.1.fa.gz,977964,GCA_051391195.1,GCA_051391195,True,71,3263922,118634,299448,271,44.4924,0.0,,GCA_051391195.1,GCA_051391195,1
GCA_051488545.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_051488545.1.fa.gz,580856,GCA_051488545.1,GCA_051488545,True,348,1950312,14839,82727,200,36.7093,0.0,,GCA_051488545.1,GCA_051488545,1
GCA_051550615.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_051550615.1.fa.gz,1026508,GCA_051550615.1,GCA_051550615,True,107,3431399,363258,482985,207,44.2514,0.0,,GCA_051550615.1,GCA_051550615,1
GCA_051557165.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_051557165.1.fa.gz,1025242,GCA_051557165.1,GCA_051557165,True,4,3437253,3291033,3291033,16769,44.2497,0.0,,GCA_051557165.1,GCA_051557165,1
GCA_051712885.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_051712885.1.fa.gz,991247,GCA_051712885.1,GCA_051712885,True,161,3302245,400634,630314,201,44.4699,0.031251,,GCA_051712885.1,GCA_051712885,1
GCA_051949185.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_051949185.1.fa.gz,603741,GCA_051949185.1,GCA_051949185,True,159,2000628,41964,127800,310,51.759,0.0,,GCA_051949185.1,GCA_051949185,1
GCA_051990715.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_051990715.1.fa.gz,998759,GCA_051990715.1,GCA_051990715,True,9,3348977,3108378,3108378,3108,44.345,0.0,,GCA_051990715.1,GCA_051990715,1
GCA_052064905.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_052064905.1.fa.gz,965619,GCA_052064905.1,GCA_052064905,True,3,3241953,3197766,3197766,11310,44.5102,0.0,,GCA_052064905.1,GCA_052064905,1
GCA_052064955.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_052064955.1.fa.gz,923881,GCA_052064955.1,GCA_052064955,True,3,3117332,3057881,3057881,21403,46.3378,0.0,,GCA_052064955.1,GCA_052064955,1
GCA_052109995.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_052109995.1.fa.gz,574373,GCA_052109995.1,GCA_052109995,True,96,1948634,34528,162566,2868,35.0632,0.05645,,GCA_052109995.1,GCA_052109995,1
GCA_052284685.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/.quarantine_20260804/repair_20260804/GCA_052284685.1.fa.gz,0,GCA_052284685.1,GCA_052284685,False,0,0,0,0,0,,,error('Error -3 while decompressing data: invalid code lengths set'),GCA_052284685.1,GCA_052284685,1
GCA_052284685.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_052284685.1.fa.gz,469378,GCA_052284685.1,GCA_052284685,True,190,1499598,11802,39836,1008,39.7277,0.170912,,GCA_052284685.1,GCA_052284685,1
GCA_052747875.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_052747875.1.fa.gz,582406,GCA_052747875.1,GCA_052747875,True,1,1993026,1993026,1993026,1993026,34.7077,0.0,,GCA_052747875.1,GCA_052747875,1
GCA_052907325.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_052907325.1.fa.gz,578149,GCA_052907325.1,GCA_052907325,True,1,1978949,1978949,1978949,1978949,34.7199,0.0,,GCA_052907325.1,GCA_052907325,1
GCA_052907405.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_052907405.1.fa.gz,936454,GCA_052907405.1,GCA_052907405,True,2,3150648,3101896,3101896,48752,46.3335,0.0,,GCA_052907405.1,GCA_052907405,1
GCA_053471085.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_053471085.1.fa.gz,608434,GCA_053471085.1,GCA_053471085,True,164,2026031,29179,118850,353,51.554,0.0,,GCA_053471085.1,GCA_053471085,1
GCA_053471705.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_053471705.1.fa.gz,574612,GCA_053471705.1,GCA_053471705,True,87,1914364,49516,119510,395,52.2078,0.0,,GCA_053471705.1,GCA_053471705,1
GCA_053642955.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_053642955.1.fa.gz,698422,GCA_053642955.1,GCA_053642955,True,62,2316508,168338,208011,218,45.9911,0.004231,,GCA_053642955.1,GCA_053642955,1
GCA_053748695.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_053748695.1.fa.gz,1014685,GCA_053748695.1,GCA_053748695,True,34,3390218,305705,798866,517,44.2861,0.0,,GCA_053748695.1,GCA_053748695,1
GCA_053749075.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_053749075.1.fa.gz,1033153,GCA_053749075.1,GCA_053749075,True,43,3451038,226157,544542,532,44.1555,0.0,,GCA_053749075.1,GCA_053749075,1
GCA_053901865.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/.quarantine_20260804/repair_20260804/GCA_053901865.1.fa.gz,0,GCA_053901865.1,GCA_053901865,False,0,0,0,0,0,,,EOFError('Compressed file ended before the end-of-stream marker was reached'),GCA_053901865.1,GCA_053901865,1
GCA_053901865.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_053901865.1.fa.gz,622332,GCA_053901865.1,GCA_053901865,True,220,2018725,13952,70709,493,52.132,0.0,,GCA_053901865.1,GCA_053901865,1
GCA_054106205.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_054106205.1.fa.gz,655315,GCA_054106205.1,GCA_054106205,True,2,2236980,2217922,2217922,19058,39.0476,0.0,,GCA_054106205.1,GCA_054106205,1
GCA_054131685.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_054131685.1.fa.gz,887445,GCA_054131685.1,GCA_054131685,True,1,2991146,2991146,2991146,2991146,46.7645,0.0,,GCA_054131685.1,GCA_054131685,1
GCA_054457255.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_054457255.1.fa.gz,995909,GCA_054457255.1,GCA_054457255,True,28,3329459,265898,470791,516,44.3905,9e-05,,GCA_054457255.1,GCA_054457255,1
GCA_054720645.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_054720645.1.fa.gz,887438,GCA_054720645.1,GCA_054720645,True,1,2990823,2990823,2990823,2990823,46.8684,0.0,,GCA_054720645.1,GCA_054720645,1
GCA_054729175.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_054729175.1.fa.gz,603836,GCA_054729175.1,GCA_054729175,True,1,2041522,2041522,2041522,2041522,38.8865,0.0,,GCA_054729175.1,GCA_054729175,1
GCA_054852885.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/.quarantine_20260804/repair_20260804/GCA_054852885.1.fa.gz,0,GCA_054852885.1,GCA_054852885,False,0,0,0,0,0,,,error('Error -3 while decompressing data: too many length or distance symbols'),GCA_054852885.1,GCA_054852885,1
GCA_054852885.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_054852885.1.fa.gz,658497,GCA_054852885.1,GCA_054852885,True,963,2205182,16732,99568,200,38.6635,4.918687,,GCA_054852885.1,GCA_054852885,1
GCA_054879955.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_054879955.1.fa.gz,677144,GCA_054879955.1,GCA_054879955,True,69,2292605,92555,218455,217,35.0065,0.0,,GCA_054879955.1,GCA_054879955,1
GCA_054901215.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_054901215.1.fa.gz,658516,GCA_054901215.1,GCA_054901215,True,1,2239167,2239167,2239167,2239167,59.8722,0.0,,GCA_054901215.1,GCA_054901215,1
GCA_054962495.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_054962495.1.fa.gz,614339,GCA_054962495.1,GCA_054962495,True,2,2089643,2028354,2028354,61289,59.186,0.0,,GCA_054962495.1,GCA_054962495,1
GCA_055383495.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_055383495.1.fa.gz,712477,GCA_055383495.1,GCA_055383495,True,1,2419524,2419524,2419524,2419524,59.9474,0.0,,GCA_055383495.1,GCA_055383495,1
GCA_055386965.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_055386965.1.fa.gz,654616,GCA_055386965.1,GCA_055386965,True,1,2245719,2245719,2245719,2245719,62.7489,0.0,,GCA_055386965.1,GCA_055386965,1
GCA_055484615.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_055484615.1.fa.gz,971241,GCA_055484615.1,GCA_055484615,True,126,3216277,86585,168034,500,44.6761,0.000124,,GCA_055484615.1,GCA_055484615,1
GCA_055809795.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_055809795.1.fa.gz,1019561,GCA_055809795.1,GCA_055809795,True,7,3435471,3252650,3252650,3420,44.3252,0.0,,GCA_055809795.1,GCA_055809795,1
GCA_056172775.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/.quarantine_20260804/repair_20260804/GCA_056172775.1.fa.gz,0,GCA_056172775.1,GCA_056172775,False,0,0,0,0,0,,,error('Error -3 while decompressing data: invalid block type'),GCA_056172775.1,GCA_056172775,1
GCA_056172775.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_056172775.1.fa.gz,1061193,GCA_056172775.1,GCA_056172775,True,54,3432966,150997,447441,218,44.1958,0.0,,GCA_056172775.1,GCA_056172775,1
GCA_900078525.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_900078525.1.fa.gz,986365,GCA_900078525.1,GCA_900078525,True,66,3285094,122578,425807,524,44.3924,0.0,,GCA_900078525.1,GCA_900078525,1
GCA_900080205.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_900080205.1.fa.gz,984826,GCA_900080205.1,GCA_900080205,True,41,3287673,143848,427141,723,44.4489,0.0,,GCA_900080205.1,GCA_900080205,1
GCA_900088425.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_900088425.1.fa.gz,798320,GCA_900088425.1,GCA_900088425,True,5,2730625,2603898,2603898,5736,35.4518,0.0,,GCA_900088425.1,GCA_900088425,1
GCA_900094135.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_900094135.1.fa.gz,513552,GCA_900094135.1,GCA_900094135,True,1,1731838,1731838,1731838,1731838,39.2129,0.0,,GCA_900094135.1,GCA_900094135,1
GCA_900104835.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_900104835.1.fa.gz,720845,GCA_900104835.1,GCA_900104835,True,6,2449019,527480,621100,50781,60.251,0.0,,GCA_900104835.1,GCA_900104835,1
GCA_900163585.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_900163585.1.fa.gz,573476,GCA_900163585.1,GCA_900163585,True,82,1911362,50830,183442,1275,52.2738,0.0,,GCA_900163585.1,GCA_900163585,1
GCA_900205745.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_900205745.1.fa.gz,619321,GCA_900205745.1,GCA_900205745,True,1,2089202,2089202,2089202,2089202,51.468,0.0,,GCA_900205745.1,GCA_900205745,1
GCA_900452495.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_900452495.1.fa.gz,754453,GCA_900452495.1,GCA_900452495,True,2,2580023,2387729,2387729,192294,36.9349,0.0,,GCA_900452495.1,GCA_900452495,1
GCA_900519135.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_900519135.1.fa.gz,652648,GCA_900519135.1,GCA_900519135,True,23,2206088,347030,487798,314,59.8665,4.5e-05,,GCA_900519135.1,GCA_900519135,1
GCA_900695425.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_900695425.1.fa.gz,991507,GCA_900695425.1,GCA_900695425,True,118,3301947,105541,207540,504,44.3192,0.0,,GCA_900695425.1,GCA_900695425,1
GCA_901971765.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_901971765.1.fa.gz,623302,GCA_901971765.1,GCA_901971765,True,180,2113987,27758,109960,999,39.0475,0.002034,,GCA_901971765.1,GCA_901971765,1
GCA_901980275.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_901980275.1.fa.gz,710546,GCA_901980275.1,GCA_901980275,True,50,2391925,217975,291262,1031,58.8327,0.000627,,GCA_901980275.1,GCA_901980275,1
GCA_902167885.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_902167885.1.fa.gz,833038,GCA_902167885.1,GCA_902167885,True,1,2832850,2832850,2832850,2832850,59.863,0.0,,GCA_902167885.1,GCA_902167885,1
GCA_925297675.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_925297675.1.fa.gz,713331,GCA_925297675.1,GCA_925297675,True,41,2320602,199815,463050,129,59.8976,0.0,,GCA_925297675.1,GCA_925297675,1
GCA_925297865.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_925297865.1.fa.gz,777701,GCA_925297865.1,GCA_925297865,True,97,2518893,96907,255564,167,59.3163,0.0,,GCA_925297865.1,GCA_925297865,1
GCA_947072755.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_947072755.1.fa.gz,692439,GCA_947072755.1,GCA_947072755,True,52,2341089,76002,270682,3170,35.6143,0.0,,GCA_947072755.1,GCA_947072755,1
GCA_948482305.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_948482305.1.fa.gz,758953,GCA_948482305.1,GCA_948482305,True,158,2568911,32911,166210,1223,35.4178,0.011678,,GCA_948482305.1,GCA_948482305,1
